geometry,supermercado_count_15min,farmacia_count_15min,hogar_count_15min,ep_plaza_big_count_15min,centro_recyc_count_15min,local_mini_market_count_15min
"POLYGON ((-70.68047721622327 -33.39675216798199, -70.68164874116488 -33.3981930092361, -70.68074719082941 -33.3995992625204, -70.67867412394597 -33.39956467038204, -70.67750263521054 -33.39812384058547, -70.67840417715107 -33.39671759146994, -70.68047721622327 -33.39675216798199))",4.5343333333333335,1.301,2.934333333333333,2.901,3.7343333333333333,3.8009999999999997
"POLYGON ((-70.61963284681299 -33.44260073340055, -70.62080371374968 -33.44404103114357, -70.61990205569373 -33.44544541321545, -70.61782953920755 -33.44540949338329, -70.61665870859679 -33.44396920713358, -70.61756035814494 -33.44256482922292, -70.61963284681299 -33.44260073340055))",3.7826091954022987,13.564218390804598,3.8745632183908043,3.4377816091954023,9.54122988505747,21.71364367816092
"POLYGON ((-70.51132652201377 -33.3796107216427, -70.51249553246535 -33.38105255046631, -70.51159421107333 -33.38245712464332, -70.50952388792678 -33.38241986578311, -70.50835491397117 -33.38097804856103, -70.50925622666482 -33.37957347859783, -70.51132652201377 -33.3796107216427))",0.17747058823529413,0.5892352941176471,0.5892352941176471,0.8245294117647058,0.29511764705882354,0.001
"POLYGON ((-70.72618198885053 -33.38755418031061, -70.72735412526224 -33.38899499139512, -70.72645256573509 -33.39040203365773, -70.72437887810676 -33.39036826067328, -70.72320677781848 -33.38892746101171, -70.72410832903377 -33.38752042291183, -70.72618198885053 -33.38755418031061))",1.001,1.001,0.001,3.001,3.001,0.001
"POLYGON ((-70.52050934667962 -33.37835461614512, -70.52167848380981 -33.37979642954574, -70.52077715750488 -33.38120114841009, -70.51870670275022 -33.38116404966164, -70.51753760209972 -33.37972224785542, -70.51843891972287 -33.37831753320346, -70.52050934667962 -33.37835461614512))",0.201,1.9009999999999998,1.101,1.001,0.501,2.501
"POLYGON ((-70.71157913665407 -33.29911305869841, -70.71275064863151 -33.30055545904295, -70.71184942210283 -33.30196447313212, -70.70977669192764 -33.30193108267034, -70.70860521607359 -33.30048869378728, -70.70950643427 -33.29907968390471, -70.71157913665407 -33.29911305869841))",0.001,0.001,0.001,0.001,0.001,1.001
"POLYGON ((-70.71238564723321 -33.50380557703672, -70.71355813344876 -33.50524442682779, -70.71265616559643 -33.50664846195669, -70.71058171987174 -33.50661364318165, -70.70940926983758 -33.50517480478901, -70.71031122934535 -33.5037707737732, -70.71238564723321 -33.50380557703672))",0.7282727272727273,2.6979696969696967,1.516151515151515,6.182818181818182,1.394939393939394,0.48584848484848486
"POLYGON ((-70.71427845714437 -33.58893539912415, -70.7154513721937 -33.5903727560973, -70.71454909356559 -33.59177473178358, -70.71247390823365 -33.59173934642235, -70.7113010293872 -33.59030200081919, -70.71220329966846 -33.58890002920744, -70.71427845714437 -33.58893539912415))",1.4509999999999998,15.700999999999999,0.301,7.051,2.3009999999999997,6.301
"POLYGON ((-70.55662479079973 -33.49825909221695, -70.55779501248603 -33.49969868282118, -70.55689321506736 -33.50110092430968, -70.55482120458623 -33.50106357104478, -70.55365101935199 -33.49962399196819, -70.5545528081455 -33.49822175462906, -70.55662479079973 -33.49825909221695))",1.8343333333333331,1.8343333333333331,2.001,2.3343333333333334,2.501,1.5843333333333331
"POLYGON ((-70.62451639649694 -33.39580668633783, -70.62568711363799 -33.39724777447381, -70.62478562024225 -33.39865335819908, -70.62271341819994 -33.39861784960699, -70.62154273736263 -33.3971767729747, -70.62244422226257 -33.39577119343103, -70.62451639649694 -33.39580668633783))",0.2867142857142857,5.143857142857144,3.001,2.7152857142857143,1.2867142857142857,3.2867142857142855
"POLYGON ((-70.53283553159352 -33.50917467782575, -70.53400546150736 -33.51061417615264, -70.53310364859067 -33.51201585543824, -70.53103191442756 -33.51197803224771, -70.52986202101035 -33.51053854546456, -70.5307638252583 -33.5091368703284, -70.53283553159352 -33.50917467782575))",0.001,0.001,0.001,4.637363636363637,2.0919090909090907,0.001
"POLYGON ((-70.6220056330735 -33.59866383713256, -70.62317726955405 -33.60010140982519, -70.62227504286608 -33.60150200518172, -70.62020118821046 -33.60146502375581, -70.61902958809732 -33.60002746250542, -70.61993180627107 -33.5986268712389, -70.6220056330735 -33.59866383713256))",0.001,0.001,0.001,0.16766666666666666,0.16766666666666666,0.001
"POLYGON ((-70.75541852356237 -33.53148298956002, -70.75659175618726 -33.53292117652508, -70.75568964871256 -33.53432506652884, -70.75361431688017 -33.53429076547657, -70.75244112036908 -33.53285258986613, -70.75334321957521 -33.53144870395355, -70.75541852356237 -33.53148298956002))",0.001,0.001,3.211526315789474,0.9483684210526315,1.7904736842105262,0.001
"POLYGON ((-70.71806785629919 -33.40021611129448, -70.71923993611306 -33.40165673672062, -70.71833833824094 -33.40306337021494, -70.71626466888097 -33.40302937412456, -70.71509262520843 -33.40158876012415, -70.7159942147532 -33.4001821307886, -70.71806785629919 -33.40021611129448))",2.936483870967742,1.2268064516129031,1.001,2.7429354838709674,7.355838709677419,2.001
"POLYGON ((-70.73726592677463 -33.30806536793552, -70.73843784830797 -33.30950750761097, -70.73753656586815 -33.31091662128139, -70.73546337018018 -33.31088359107987, -70.73429148472781 -33.3094414628422, -70.73519275888108 -33.30803235336843, -70.73726592677463 -33.30806536793552))",0.001,0.001,0.001,0.001,0.001,0.001
"POLYGON ((-70.52059608585381 -33.60956054248976, -70.52176631214796 -33.61099834382532, -70.52086414704816 -33.61239741362152, -70.51879176435065 -33.61235867797593, -70.51762157460394 -33.61092088816214, -70.51852373100596 -33.60952182247236, -70.52059608585381 -33.60956054248976))",0.001,0.001,0.001,2.001,1.001,0.001
"POLYGON ((-70.55311426763151 -33.49394014169392, -70.55428441837222 -33.4953798216505, -70.55338264015823 -33.49678212511012, -70.5513107198334 -33.49674474446124, -70.5501406055496 -33.4953050760365, -70.5510423751324 -33.49390277672902, -70.55311426763151 -33.49394014169392))",1.6766756756756755,2.865864864864865,1.9199189189189187,5.433432432432433,1.7307297297297297,0.919918918918919
"POLYGON ((-70.69696619712109 -33.47231783314536, -70.69813831403101 -33.4737572949892, -70.69723647463184 -33.47516190873996, -70.69516252669167 -33.47512705651637, -70.69399044598102 -33.47368760609334, -70.69489227700993 -33.4722829964733, -70.69696619712109 -33.47231783314536))",1.001,0.001,0.5799473684210527,8.737842105263157,1.8431052631578946,0.001
"POLYGON ((-70.61749258921323 -33.38715953314076, -70.61866316476363 -33.3886007996572, -70.61776170948998 -33.39000650709701, -70.61568968717243 -33.38997094383348, -70.6145191479355 -33.38852968882912, -70.61542059470131 -33.38712398557641, -70.61749258921323 -33.38715953314076))",1.001,4.3305454545454545,1.035090909090909,2.1714545454545453,1.001,4.3305454545454545
"POLYGON ((-70.77461812420724 -33.43950463467514, -70.77579119760402 -33.44094434216615, -70.77488940632118 -33.44235071573655, -70.77281454986799 -33.44231737768794, -70.77164151252455 -33.44087768156445, -70.77254329557965 -33.43947131212227, -70.77461812420724 -33.43950463467514))",1.7787777777777776,0.001,0.37137037037037035,2.6306296296296297,0.001,1.8898888888888887
"POLYGON ((-70.75190342615562 -33.55979507664933, -70.7530767421578 -33.56123278430543, -70.7521745350855 -33.56263593825755, -70.75009902028648 -33.56260138047445, -70.74892574041255 -33.56116368416691, -70.74982793920802 -33.55976053429411, -70.75190342615562 -33.55979507664933))",0.001,0.001,0.001,0.001,0.001,0.001
"POLYGON ((-70.50621394773947 -33.35820329554326, -70.50738278393095 -33.3596455142821, -70.50648154525916 -33.36105054635614, -70.50441147910064 -33.3610133554667, -70.50324267940776 -33.35957114834014, -70.50414390937348 -33.35816612049095, -70.50621394773947 -33.35820329554326))",2.8086923076923074,1.3471538461538461,1.1933076923076922,7.077923076923077,1.9625384615384613,2.001
"POLYGON ((-70.53554092609292 -33.50496930517691, -70.53671087525302 -33.50640886548117, -70.53580907483894 -33.50781068117355, -70.53373733392701 -33.50777293241105, -70.53256742125761 -33.50633338364959, -70.5334692130081 -33.50493157210804, -70.53554092609292 -33.50496930517691))",0.001,0.001,0.001,0.6676666666666666,0.001,0.001
"POLYGON ((-70.67669827528194 -33.35688061869335, -70.6778695586772 -33.35832216538419, -70.67696815608933 -33.3597293431158, -70.67489547850397 -33.35969496996888, -70.67372423130993 -33.35825343475079, -70.67462562549871 -33.35684626120707, -70.67669827528194 -33.35688061869335))",1.1548461538461536,4.001,1.9497179487179486,1.001,0.3343333333333333,4.18048717948718
"POLYGON ((-70.72077372289024 -33.49401050924393, -70.72194628306083 -33.49544949446394, -70.7210443430013 -33.49685387259505, -70.71896985109858 -33.49681926139068, -70.71779732709182 -33.49538028756528, -70.71869925882262 -33.49397591354984, -70.72077372289024 -33.49401050924393))",1.1588947368421052,1.3694210526315789,0.15889473684210526,3.264157894736842,3.264157894736842,1.895736842105263
"POLYGON ((-70.53963402430207 -33.4497071852201, -70.54080377255072 -33.45114768723277, -70.53990216835113 -33.45255090362305, -70.53783082455394 -33.4525136138256, -70.53666111277266 -33.45107312336966, -70.5375627083199 -33.44966991115466, -70.53963402430207 -33.4497071852201))",0.201,5.467666666666667,0.13433333333333333,4.134333333333334,1.1676666666666666,1.9676666666666665
"POLYGON ((-70.57709952488696 -33.61626759890746, -70.57827059800029 -33.61770505041043, -70.57736835143463 -33.6191046574617, -70.57529504035077 -33.61906680891862, -70.57412400368847 -33.61762936888898, -70.57502624165768 -33.6162297659293, -70.57709952488696 -33.61626759890746))",3.501,8.600999999999999,5.001,4.9510000000000005,3.351,6.051
"POLYGON ((-70.62744261937749 -33.52504911801371, -70.62861398679662 -33.52648795136586, -70.62771202222285 -33.52789041609603, -70.625638698728 -33.52785404335227, -70.62446736764524 -33.52641522146133, -70.62536932371964 -33.52501276085317, -70.62744261937749 -33.52504911801371))",1.1933076923076922,1.3086923076923076,8.308692307692308,9.077923076923076,8.424076923076923,0.5394615384615384
"POLYGON ((-70.72428897220499 -33.40031784883496, -70.72546114154935 -33.40175844663365, -70.72455953758936 -33.40316515449584, -70.72248577259984 -33.40313126040221, -70.72131363938594 -33.40169067402416, -70.72221523502979 -33.4002839703193, -70.72428897220499 -33.40031784883496))",3.3191818181818182,1.001,1.001,3.3191818181818182,9.182818181818181,1.001
"POLYGON ((-70.67722202562229 -33.46062616969331, -70.67839380438872 -33.46206591672809, -70.6774920258585 -33.46347057177454, -70.67541847696563 -33.46343547564605, -70.67424673442967 -33.46199574005187, -70.67514850455477 -33.46059108914578, -70.67722202562229 -33.46062616969331))",0.001,1.0486190476190476,10.286714285714286,2.5724285714285715,6.096238095238095,5.2390952380952385
"POLYGON ((-70.52399140622207 -33.41535046634169, -70.52516076730453 -33.41679162650458, -70.52425930352348 -33.41819548684999, -70.52218848733676 -33.41815818283823, -70.52101916273877 -33.41671703425553, -70.52192061784173 -33.41531317810461, -70.52399140622207 -33.41535046634169))",0.001,0.001,0.001,0.9575217391304348,0.001,0.001
"POLYGON ((-70.56160101354543 -33.32079322784168, -70.56277047325456 -33.32223586755382, -70.56186931327341 -33.32364249779765, -70.55979870218569 -33.32360648409936, -70.55862927886801 -33.32216385596527, -70.55953043024527 -33.32075722995162, -70.56160101354543 -33.32079322784168))",0.001,0.001,0.001,1.376,0.001,0.001
"POLYGON ((-70.59501785815719 -33.47766064325365, -70.59618853596017 -33.479100433992, -70.59528677497507 -33.48050365504397, -70.59321434474028 -33.48046708120722, -70.59204370331642 -33.47902730197145, -70.59294545574693 -33.47762408507003, -70.59501785815719 -33.47766064325365))",3.396348837209302,9.210302325581395,2.4661162790697673,5.187046511627908,3.768441860465116,7.977744186046512
"POLYGON ((-70.57638596085347 -33.44468396978506, -70.57755621524771 -33.44612440882512, -70.57665459225184 -33.44752820393617, -70.57458272344627 -33.44749155583771, -70.57341250545397 -33.44605112832577, -70.57431411986398 -33.44464733738437, -70.57638596085347 -33.44468396978506))",1.9837586206896551,12.880310344827585,2.4665172413793104,6.690655172413793,3.949275862068965,11.501
"POLYGON ((-70.51052349471938 -33.3710708152793, -70.51169245350499 -33.37251279471099, -70.51079116383703 -33.37391756695358, -70.50872092408136 -33.37388035554679, -70.50755200179063 -33.37243838771995, -70.50845328275938 -33.37103361969527, -70.51052349471938 -33.3710708152793))",1.3343333333333331,6.001,1.3343333333333331,1.6676666666666666,4.778777777777778,8.22322222222222
"POLYGON ((-70.65015812435253 -33.53537341922787, -70.65132986684908 -33.5368119786284, -70.65042784294091 -33.53821447217443, -70.64835408499395 -33.53817840220771, -70.64718237879708 -33.53673985424656, -70.64808439424615 -33.53533736481296, -70.65015812435253 -33.53537341922787))",1.001,0.001,1.001,7.001,0.001,1.1438571428571427
"POLYGON ((-70.64074244298803 -33.37049804140855, -70.64191327435326 -33.37193950063249, -70.6410118568112 -33.37334590188454, -70.63893961636741 -33.37331083972321, -70.63776882127023 -33.37186939199736, -70.63867023034744 -33.37046299493495, -70.64074244298803 -33.37049804140855))",0.641,2.001,0.241,1.361,0.081,1.001
"POLYGON ((-70.52557366929075 -33.46506516496199, -70.5267432868564 -33.46650545811225, -70.52584164133879 -33.46790812492674, -70.52377038693297 -33.46787049441996, -70.52260080586365 -33.4664302128332, -70.52350244270252 -33.46502755018993, -70.52557366929075 -33.46506516496199))",0.6676666666666666,0.001,0.001,4.096238095238095,2.620047619047619,0.001
"POLYGON ((-70.59471662389396 -33.54006915674141, -70.59588759130524 -33.54150786391016, -70.59498560419458 -33.54290955561977, -70.59291265823072 -33.54287253603859, -70.59174172721735 -33.54143384035309, -70.59264370576859 -33.54003215276573, -70.59471662389396 -33.54006915674141))",2.601,5.501,1.9509999999999998,4.7010000000000005,4.751,4.001
"POLYGON ((-70.54160366719567 -33.33893066272613, -70.54277292371377 -33.34037307083518, -70.5418717184133 -33.34177901161702, -70.53980126523452 -33.34174254006389, -70.53863204514792 -33.34030014354385, -70.53953324180728 -33.33889420698814, -70.54160366719567 -33.33893066272613))",0.001,0.001,0.001,3.001,0.001,0.001
"POLYGON ((-70.5998748721312 -33.49619306219198, -70.60104570708421 -33.49763251111844, -70.60014387411208 -33.49903533961772, -70.59807121473263 -33.49899871504969, -70.59690041615566 -33.49755927761607, -70.59780224058071 -33.49615645325784, -70.5998748721312 -33.49619306219198))",1.0475116279069767,5.559139534883721,0.001,5.768441860465116,2.5358837209302325,3.373093023255814
"POLYGON ((-70.77165561254428 -33.50620482236032, -70.77282895799655 -33.50764338165125, -70.77192692767314 -33.50904809002662, -70.76985156013363 -33.50901423501239, -70.76867825075925 -33.50757568707074, -70.76958027284516 -33.50617098279426, -70.77165561254428 -33.50620482236032))",1.6226216216216216,4.19018918918919,1.244243243243243,8.190189189189189,3.7037027027027025,5.676675675675676
"POLYGON ((-70.74648640864295 -33.53559140304185, -70.74765953290952 -33.53702955593706, -70.74675741858476 -33.53843323518478, -70.74468218827712 -33.53839875744616, -70.74350910014125 -33.53696061591156, -70.74441120618101 -33.53555694075516, -70.74648640864295 -33.53559140304185))",0.001,0.001,3.870565217391304,0.001,0.001,0.001
"POLYGON ((-70.73997551087619 -33.36929163133257, -70.74114775876333 -33.37073270131405, -70.74024625267472 -33.37214035872339, -70.73817250698339 -33.3721069419835, -70.73700029519016 -33.37066588341921, -70.73790179299306 -33.36925823017781, -70.73997551087619 -33.36929163133257))",0.9706969696969697,4.697969696969698,0.001,5.5767575757575765,9.182818181818181,1.001
"POLYGON ((-70.64505386683368 -33.41604984118356, -70.64622497418345 -33.41749049440285, -70.64532338769094 -33.41889583895865, -70.64325070230747 -33.41886052612755, -70.64207963123147 -33.41741988438893, -70.64298120926384 -33.41601454400092, -70.64505386683368 -33.41604984118356))",1.9209999999999998,3.7609999999999997,0.481,4.801,9.881,6.001
"POLYGON ((-70.61604020238653 -33.63396504731903, -70.61721191977361 -33.63540202802982, -70.6163095704993 -33.63680168407532, -70.61423551236395 -33.63676435533478, -70.61306383136507 -33.63532738605976, -70.61396617211199 -33.6339277340897, -70.61604020238653 -33.63396504731903))",0.001,0.001,0.001,0.001,0.001,0.001
"POLYGON ((-70.66371633841844 -33.38367917765596, -70.6648875615014 -33.38512031439974, -70.66398607431053 -33.38652667890451, -70.66191337245967 -33.38649190248723, -70.66074218560844 -33.38505077721868, -70.66164366437499 -33.3836444168924, -70.66371633841844 -33.38367917765596))",1.8494848484848483,0.001,1.0313030303030302,3.0616060606060604,1.001,4.091909090909091
"POLYGON ((-70.64095128545873 -33.56924039034278, -70.6421230554317 -33.57067839772725, -70.64122091737023 -33.5720799484646, -70.63914701781242 -33.5720434877185, -70.63797528416509 -33.57060549177021, -70.63887741374857 -33.56920394513203, -70.64095128545873 -33.56924039034278))",0.001,0.001,0.001,0.001,0.001,0.001
"POLYGON ((-70.5335168991826 -33.31887983188155, -70.53468594507044 -33.32032261806778, -70.53378482046394 -33.32172894630034, -70.53171465862256 -33.3216924841096, -70.53054564917443 -33.32024970952509, -70.53144676512666 -33.31884338552979, -70.5335168991826 -33.31887983188155))",0.001,0.001,0.001,0.001,0.001,0.001
"POLYGON ((-70.79792048047445 -33.52082433173248, -70.79909426998319 -33.52226252524197, -70.79819216341795 -33.52366720020608, -70.79611627553358 -33.5236336775744, -70.79494252206067 -33.5221954953882, -70.79584462043495 -33.5207908245106, -70.79792048047445 -33.52082433173248))",1.001,0.45554545454545453,0.001,5.614636363636364,4.001,2.001
"POLYGON ((-70.78895872576017 -33.42694413641897, -70.79013194477764 -33.42838400190222, -70.78923018625031 -33.42979085869609, -70.78715521690515 -33.42975784587628, -70.78598203391215 -33.42831799175271, -70.7868837842385 -33.4269111390895, -70.78895872576017 -33.42694413641897))",0.001,2.001,0.001,0.001,0.001,4.001
"POLYGON ((-70.70318234190451 -33.57031790511153, -70.70435501003682 -33.57175563385883, -70.70345280930229 -33.57315792828464, -70.70137794879977 -33.5731224898781, -70.70020531688438 -33.57168477251578, -70.70110750925326 -33.57028248217522, -70.70318234190451 -33.57031790511153))",1.001,0.001,2.348826086956522,1.9140434782608695,1.1314347826086955,2.153173913043478
"POLYGON ((-70.64880963189735 -33.52116640323941, -70.64998128804903 -33.52260521560912, -70.64907931699095 -33.52400803991465, -70.64700569824039 -33.52397204773153, -70.64583407838657 -33.52253324680677, -70.64673604098412 -33.52113042662038, -70.64880963189735 -33.52116640323941))",0.001,0.001,1.001,1.3343333333333331,1.001,2.8343333333333334
"POLYGON ((-70.62261951896322 -33.40856243502905, -70.62379026878664 -33.41000331019064, -70.62288873107276 -33.41140855948903, -70.62081645203426 -33.41137292944985, -70.61964573852164 -33.4099320657896, -70.6205472677354 -33.40852682066736, -70.62261951896322 -33.40856243502905))",0.001,1.001,0.001,1.001,1.001,1.001
"POLYGON ((-70.66262295411045 -33.43765651087946, -70.66379441531102 -33.43909671704372, -70.66289273380339 -33.44050175204429, -70.66081959952379 -33.44046657672679, -70.65964817457255 -33.43902638202216, -70.66054984765024 -33.43762135117562, -70.66262295411045 -33.43765651087946))",4.632578947368422,39.790473684210525,3.6852105263157893,8.001,15.264157894736842,47.790473684210525
"POLYGON ((-70.57047775754347 -33.38208136624327, -70.57164763268072 -33.38352291256653, -70.57074624222491 -33.38492816091131, -70.56867498522273 -33.38489185873325, -70.56750514647941 -33.38345032396219, -70.56840652834303 -33.3820450798172, -70.57047775754347 -33.38208136624327))",3.126,14.501,0.001,4.251,8.126,8.126
"POLYGON ((-70.6902150757622 -33.36848062596414, -70.69138660742408 -33.36992191628464, -70.69048515019537 -33.37132897870697, -70.68841216967897 -33.37129474662946, -70.68724067419805 -33.36985346776711, -70.68814212305124 -33.36844640952432, -70.6902150757622 -33.36848062596414))",1.251,4.001,1.8224285714285713,6.786714285714286,3.2867142857142855,1.001
"POLYGON ((-70.55765648152455 -33.5748342394425, -70.5588270788696 -33.57627249386042, -70.55792500238753 -33.57767287479808, -70.55585233718773 -33.57763499720365, -70.55468177631543 -33.57619675428825, -70.55558384416886 -33.57479637746496, -70.55765648152455 -33.5748342394425))",3.0266410256410254,3.8727948717948717,4.18048717948718,7.795871794871795,3.847153846153846,3.539461538461538
"POLYGON ((-70.58279950202251 -33.57812475404322, -70.58397047726056 -33.57956284747503, -70.58306836370579 -33.58096345985054, -70.58099528349518 -33.5809259746869, -70.579824344687 -33.57948789273603, -70.58072644965824 -33.57808728446807, -70.58279950202251 -33.57812475404322))",2.53225,6.84475,0.0635,3.59475,7.4385,0.626
"POLYGON ((-70.61122072923509 -33.51767214701252, -70.61239182860869 -33.51911117577587, -70.61148990658923 -33.52051361988229, -70.60941689372295 -33.5204770310967, -70.60824583071191 -33.51903801381015, -70.60914774420326 -33.51763557383259, -70.61122072923509 -33.51767214701252))",2.0699655172413793,5.6561724137931035,1.001,6.5872068965517245,6.966517241379311,3.8630689655172414
"POLYGON ((-70.6777778387027 -33.3682748181109, -70.67894919110232 -33.36971616334418, -70.67804774630497 -33.37112307699473, -70.67597495750459 -33.3710886412298, -70.67480364130761 -33.36964730746494, -70.67570507770702 -33.36824039799679, -70.6777778387027 -33.3682748181109))",1.9593333333333331,2.2926666666666664,4.459333333333333,2.001,2.2093333333333334,2.376
"POLYGON ((-70.77055660487815 -33.42949251696626, -70.77172957310871 -33.43093241541406, -70.77082782169212 -33.43233898310442, -70.76875311027807 -33.43230564821356, -70.76758017810511 -33.43086576113968, -70.76848192128725 -33.42945919758298, -70.77055660487815 -33.42949251696626))",1.001,1.001,2.001,5.501,1.6676666666666666,1.1676666666666666
"POLYGON ((-70.64177019736366 -33.54515383584405, -70.64294186548331 -33.54659225970655, -70.64203981410999 -33.54799441011541, -70.63996610309057 -33.54795813255215, -70.63879447128811 -33.54651972013279, -70.63969651418654 -33.54511757383378, -70.64177019736366 -33.54515383584405))",1.001,1.4295714285714285,1.36834693877551,13.83773469387755,1.5112040816326529,1.021408163265306
"POLYGON ((-70.66800016493222 -33.59238975876458, -70.66917243265216 -33.59382724934303, -70.66827018468338 -33.59522856803007, -70.66619567742404 -33.59519239205588, -70.66502344598918 -33.59375491288412, -70.66592568552724 -33.59235359828007, -70.66800016493222 -33.59238975876458))",0.001,0.001,0.001,6.0536315789473685,0.001,0.38696491228070173
"POLYGON ((-70.70669894215973 -33.60722908549373, -70.70787183503025 -33.60866615451752, -70.70696949691211 -33.61006758831257, -70.70489427428387 -33.610031949016, -70.70372141763487 -33.60859489136256, -70.70462374739122 -33.60719346163555, -70.70669894215973 -33.60722908549373))",2.001,0.001,2.0444782608695653,5.087956521739131,1.001,0.13143478260869565
