id,geometry
1,"POLYGON ((-70.7077536902144 -33.45030600800325, -70.6929672408038 -33.44692091244925, -70.68450467531197 -33.44497131353127, -70.68447239346547 -33.44495429666321, -70.68246363582577 -33.4441770441465, -70.66991573776824 -33.44088173231064, -70.66962858792324 -33.44081087766793, -70.66280833837735 -33.43923528209432, -70.65481049688877 -33.43735166981475, -70.64942702409489 -33.4360456088486, -70.6492747064038 -33.43600992039154, -70.64741150505473 -33.43558878915415, -70.64712415058928 -33.43541089445637, -70.64335204198862 -33.43276954920005, -70.64319682102385 -33.43266339986783, -70.64263271878156 -33.4322867120643, -70.64187895693128 -33.43183670323661, -70.64129817858053 -33.43152802325447, -70.63959984643077 -33.43083155802326, -70.63904871720538 -33.43066559447814, -70.6386439570998 -33.43055311983662, -70.63802242510637 -33.43039462606072, -70.6372002905817 -33.4301596887432, -70.63454800278215 -33.42977472304607, -70.63188363853381 -33.43009575968036, -70.62946794503155 -33.4310913824421, -70.62753735079136 -33.43266415446226, -70.62628083627938 -33.4346601477526, -70.62582143502352 -33.43688400086282, -70.62620417606328 -33.43911803447367, -70.62739165341763 -33.44114355671773, -70.62926766495711 -33.44276227373079, -70.63164857315171 -33.44381570829921, -70.63260612122968 -33.44408934074422, -70.63271487014917 -33.44411873574023, -70.63629003479052 -33.44662234808123, -70.63669439374901 -33.44688871122348, -70.63807626218735 -33.44774423877138, -70.6397137828551 -33.44854094168243, -70.64085391033741 -33.44896274517921, -70.64208785283557 -33.44932806482444, -70.6447187362063 -33.44992271500426, -70.65005907501754 -33.45121829496114, -70.65012322124672 -33.45123362974895, -70.6581746792632 -33.45312984717795, -70.65821532068392 -33.45313932715078, -70.66491260180277 -33.45468649997004, -70.67625485656242 -33.4576652171984, -70.67641805109849 -33.45775124381438, -70.67871819850238 -33.45860031744864, -70.68841304681411 -33.46083383416261, -70.68842536894189 -33.46083666415182, -70.70326604147712 -33.46423412328713, -70.70335782635671 -33.46425467351234, -70.71009114132396 -33.46572869804159, -70.71277089532765 -33.46595032699437, -70.71540118607285 -33.46546700842473, -70.71772448648375 -33.46432606556355, -70.71951334718982 -33.46263920541202, -70.7205926717555 -33.46057157507531, -70.72085685261848 -33.4583255862772, -70.72028009178163 -33.4561210951466, -70.71891890246637 -33.45417387999073, -70.71690655587888 -33.45267452424527, -70.71444002481753 -33.45176976983532, -70.7077536902144 -33.45030600800325))"
